TMDT,F15_F,F15_T
1/1/2021 0:00,3.218954,-1
1/1/2021 0:05,3.218954,-1
1/1/2021 0:10,3.218954,-1
1/1/2021 0:15,3.218954,-1
1/1/2021 0:20,3.218954,-1
1/1/2021 0:25,3.218954,-1
1/1/2021 0:30,3.218954,-1
1/1/2021 0:35,3.218954,-1
1/1/2021 0:40,3.218954,-1
1/1/2021 0:45,3.218954,-1
1/1/2021 0:50,3.218954,-1
1/1/2021 0:55,3.218954,-1
1/1/2021 1:00,3.218954,-1
1/1/2021 1:05,3.218954,-1
1/1/2021 1:10,3.218954,-1
1/1/2021 1:15,3.218954,-1
1/1/2021 1:20,3.218954,-1
1/1/2021 1:25,3.218954,-1
1/1/2021 1:30,3.218954,-1
1/1/2021 1:35,3.218954,-1
1/1/2021 1:40,3.218954,-1
1/1/2021 1:45,3.218954,-1
1/1/2021 1:50,3.218954,-1
1/1/2021 1:55,3.218954,-1
1/1/2021 2:00,3.218954,-1
1/1/2021 2:05,3.218954,-1
1/1/2021 2:10,3.218954,-1
1/1/2021 2:15,3.218954,-1
1/1/2021 2:20,3.218954,-1
1/1/2021 2:25,3.218954,-1
1/1/2021 2:30,3.218954,-1
1/1/2021 2:35,3.218954,-1
1/1/2021 2:40,3.218954,-1
1/1/2021 2:45,3.218954,-1
1/1/2021 2:50,3.218954,-1
1/1/2021 2:55,3.218954,-1
1/1/2021 3:00,3.218954,-1
1/1/2021 3:05,3.218954,-1
1/1/2021 3:10,3.218954,-1
1/1/2021 3:15,3.218954,-1
1/1/2021 3:20,3.218954,-1
1/1/2021 3:25,3.218954,-1
1/1/2021 3:30,3.218954,-1
1/1/2021 3:35,3.218954,-1
1/1/2021 3:40,3.218954,-1
1/1/2021 3:45,3.218954,-1
1/1/2021 3:50,3.218954,-1
1/1/2021 3:55,3.218954,-1
1/1/2021 4:00,3.218954,-1
1/1/2021 4:05,3.218954,-1
1/1/2021 4:10,3.218954,-1
1/1/2021 4:15,3.218954,-1
1/1/2021 4:20,3.218954,-1
1/1/2021 4:25,3.218954,-1
1/1/2021 4:30,3.218954,-1
1/1/2021 4:35,3.218954,-1
1/1/2021 4:40,3.218954,-1
1/1/2021 4:45,3.218954,-1
1/1/2021 4:50,3.218954,-1
1/1/2021 4:55,3.218954,-1
1/1/2021 5:00,3.218954,-1
1/1/2021 5:05,3.218954,-1
1/1/2021 5:10,3.218954,-1
1/1/2021 5:15,3.218954,-1
1/1/2021 5:20,3.218954,-1
1/1/2021 5:25,3.218954,-1
1/1/2021 5:30,3.218954,-1
1/1/2021 5:35,3.218954,-1
1/1/2021 5:40,3.218954,-1
1/1/2021 5:45,3.218954,-1
1/1/2021 5:50,3.218954,-1
1/1/2021 5:55,3.218954,-1
1/1/2021 6:00,3.218954,-1
1/1/2021 6:05,3.218954,-1
